"","gene_name","homolog","p"
"42797","Ha412HOChr15g0746021","AT1G78930",0
"42798","Ha412HOChr15g0746031","AT2G01080",2.02e-10
"42799","Ha412HOChr15g0746041","AT2G47520",2.08e-26
"42800","Ha412HOChr15g0746081","AT1G53850",3.46e-174
"42801","Ha412HOChr15g0746091","AT1G53820",1.52e-16
"42802","Ha412HOChr15g0746121","AT3G14350",0
"42803","Ha412HOChr15g0746161","AT4G14210",0
"42804","Ha412HOChr15g0746181","AT1G73050",0
"42805","Ha412HOChr15g0746201","AT5G53670",1.03e-12
"42806","Ha412HOChr15g0746211","AT3G21215",7.42e-126
"42807","Ha412HOChr15g0746231","AT1G73080",0
"42808","Ha412HOChr15g0746251","AT2G29120",0
"42809","Ha412HOChr15g0746261","AT3G29750",3.39e-06
"42810","Ha412HOChr15g0746291","AT4G31540",7.4e-149
"42811","Ha412HOChr15g0746311","AT3G21180",0
"42812","Ha412HOChr15g0746321","AT3G21175",9.47e-91
"42813","Ha412HOChr15g0746331","AT1G78880",0
"42814","Ha412HOChr15g0746341","AT4G30010",1.37e-34
"42815","Ha412HOChr15g0746381","AT5G38190",8.37e-08
"42816","Ha412HOChr15g0746391","AT4G30010",1.37e-34
"42817","Ha412HOChr15g0746401","AT4G31320",1.11e-44
"42818","Ha412HOChr15g0746411","AT2G01070",5.9e-55
"42819","Ha412HOChr15g0746421","AT1G16790",1.56e-23
"42820","Ha412HOChr15g0746431","AT1G78930",3.35e-31
"42821","Ha412HOChr15g0746461","AT1G23800",1.38e-42
"42822","Ha412HOChr15g0746491","AT4G37340",3.77e-159
"42823","Ha412HOChr15g0746521","AT2G07760",9.15e-13
"42824","Ha412HOChr16g0746561","AT2G32760",2.4e-131
"42825","Ha412HOChr16g0746571","AT3G42723",2.3e-13
"42826","Ha412HOChr16g0746581","AT4G13750",0
"42827","Ha412HOChr16g0746591","AT3G05090",0
"42828","Ha412HOChr16g0746611","AT2G31880",0
"42829","Ha412HOChr16g0746631","AT2G31880",3.08e-36
"42830","Ha412HOChr16g0746651","AT4G24760",9.12e-94
"42831","Ha412HOChr16g0746661","AT5G50260",1.52e-24
"42832","Ha412HOChr16g0746671","AT5G07470",9.37e-90
"42833","Ha412HOChr16g0746691","AT1G17240",2.07e-163
"42834","Ha412HOChr16g0746701","AT1G17240",1.77e-72
"42835","Ha412HOChr16g0746711","AT1G72300",3.32e-102
"42836","Ha412HOChr16g0746721","AT3G48440",2.85e-99
"42837","Ha412HOChr16g0746741","AT5G14105",4.86e-21
"42838","Ha412HOChr16g0746751","AT3G18960",1.74e-07
"42839","Ha412HOChr16g0746761","AT4G24820",0
"42840","Ha412HOChr16g0746781","AT5G63310",1.11e-99
"42841","Ha412HOChr16g0746801","AT1G14920",2.25e-67
"42842","Ha412HOChr16g0746811","AT3G10190",2.98e-24
"42843","Ha412HOChr16g0746821","AT3G04120",0
"42844","Ha412HOChr16g0746831","AT5G50360",1.02e-58
"42845","Ha412HOChr16g0746841","AT4G27290",4.71e-50
"42846","Ha412HOChr16g0746851","AT1G67580",1.04e-173
"42847","Ha412HOChr16g0746861","AT5G20090",1.21e-59
"42848","Ha412HOChr16g0746871","AT5G63390",0
"42849","Ha412HOChr16g0746881","AT3G09310",1.13e-44
"42850","Ha412HOChr16g0746891","AT1G56110",0
"42851","Ha412HOChr16g0746911","AT5G14210",0
"42852","Ha412HOChr16g0746941","AT1G18590",2.35e-35
"42853","Ha412HOChr16g0746961","AT1G18590",5.15e-40
"42854","Ha412HOChr16g0746971","AT1G18590",7.35e-50
"42855","Ha412HOChr16g0747001","AT1G18590",2.16e-96
"42856","Ha412HOChr16g0747031","AT3G48480",5.24e-69
"42857","Ha412HOChr16g0747041","AT2G18110",3.27e-115
"42858","Ha412HOChr16g0747061","AT1G18590",4.42e-85
"42859","Ha412HOChr16g0747071","AT5G63440",1.47e-155
"42860","Ha412HOChr16g0747091","AT1G67430",6.88e-120
"42861","Ha412HOChr16g0747101","AT5G50380",0
"42862","Ha412HOChr16g0747141","AT3G19280",0
"42863","Ha412HOChr16g0747151","AT3G19210",0
"42864","Ha412HOChr16g0747161","AT4G34419",5.09e-23
"42865","Ha412HOChr16g0747171","AT5G16530",6.07e-145
"42866","Ha412HOChr16g0747181","AT5G16530",9.12e-144
"42867","Ha412HOChr16g0747191","AT5G08420",4.17e-142
"42868","Ha412HOChr16g0747221","AT4G24880",0
"42869","Ha412HOChr16g0747241","AT5G50400",0
"42870","Ha412HOChr16g0747261","AT5G62740",4.25e-60
"42871","Ha412HOChr16g0747281","AT5G50400",0
"42872","Ha412HOChr16g0747291","AT5G50400",0
"42873","Ha412HOChr16g0747301","AT1G67340",4.69e-142
"42874","Ha412HOChr16g0747321","AT3G48550",1.38e-42
"42875","Ha412HOChr16g0747381","AT5G50530",0
"42876","Ha412HOChr16g0747391","AT3G48680",1.55e-144
"42877","Ha412HOChr16g0747401","AT3G02230",0
"42878","Ha412HOChr16g0747421","AT5G50740",4.24e-70
"42879","Ha412HOChr16g0747431","AT5G50700",2.43e-99
"42880","Ha412HOChr16g0747451","AT3G48710",2.98e-99
"42881","Ha412HOChr16g0747461","AT5G50760",9.41e-30
"42882","Ha412HOChr16g0747491","AT3G48730",0
"42883","Ha412HOChr16g0747501","AT5G23660",1.51e-92
"42884","Ha412HOChr16g0747531","AT5G50790",1.46e-90
"42885","Ha412HOChr16g0747541","AT5G23660",4.65e-86
"42886","Ha412HOChr16g0747561","AT5G50790",3.76e-85
"42887","Ha412HOChr16g0747581","AT5G23660",1.21e-91
"42888","Ha412HOChr16g0747601","AT5G23660",1.05e-91
"42889","Ha412HOChr16g0747671","AT5G23660",5.86e-92
"42890","Ha412HOChr16g0747721","AT3G26935",0
"42891","Ha412HOChr16g0747731","AT5G50860",0
"42892","Ha412HOChr16g0747751","AT5G50870",1.11e-108
"42893","Ha412HOChr16g0747761","AT1G03700",1.8e-26
"42894","Ha412HOChr16g0747801","AT4G34060",6.27e-26
"42895","Ha412HOChr16g0747811","AT5G40320",2.08e-33
"42896","Ha412HOChr16g0747821","AT5G04560",1.98e-14
"42897","Ha412HOChr16g0747881","AT5G40320",5.13e-30
"42898","Ha412HOChr16g0747911","AT5G50915",4.82e-57
"42899","Ha412HOChr16g0747921","AT1G72330",1.06e-17
"42900","Ha412HOChr16g0747941","AT1G28110",0
"42901","Ha412HOChr16g0747951","AT5G23720",0
"42902","Ha412HOChr16g0747961","AT5G50920",0
"42903","Ha412HOChr16g0747971","AT5G61990",4.98e-106
"42904","Ha412HOChr16g0747981","AT5G13980",0
"42905","Ha412HOChr16g0747991","AT5G13980",0
"42906","Ha412HOChr16g0748001","AT5G07290",4.48e-78
"42907","Ha412HOChr16g0748021","AT5G61890",7.59e-52
"42908","Ha412HOChr16g0748031","AT1G16670",3.08e-10
"42909","Ha412HOChr16g0748041","AT1G56120",2.63e-38
"42910","Ha412HOChr16g0748051","AT5G61890",9.48e-52
"42911","Ha412HOChr16g0748061","AT5G61840",0
"42912","Ha412HOChr16g0748071","AT5G51030",1.86e-160
"42913","Ha412HOChr16g0748081","AT2G23100",1.58e-24
"42914","Ha412HOChr16g0748091","AT5G61800",2.64e-17
"42915","Ha412HOChr16g0748101","AT5G22355",9.61e-40
"42916","Ha412HOChr16g0748111","AT5G61800",1.16e-10
"42917","Ha412HOChr16g0748121","AT5G40320",4.54e-33
"42918","Ha412HOChr16g0748131","AT5G61800",1.54e-17
"42919","Ha412HOChr16g0748141","AT3G48400",2.73e-28
"42920","Ha412HOChr16g0748151","AT3G48400",5.28e-17
"42921","Ha412HOChr16g0748161","AT3G27500",3.72e-13
"42922","Ha412HOChr16g0748171","AT5G40320",1.72e-29
"42923","Ha412HOChr16g0748191","AT2G02640",2.81e-09
"42924","Ha412HOChr16g0748201","AT5G22355",5.79e-11
"42925","Ha412HOChr16g0748211","AT5G22355",4.41e-36
"42926","Ha412HOChr16g0748221","ATMG00860",9.38e-29
"42927","Ha412HOChr16g0748251","AT4G23160",8e-89
"42928","Ha412HOChr16g0748261","AT5G22355",2.22e-29
"42929","Ha412HOChr16g0748271","AT3G48400",1.03e-31
"42930","Ha412HOChr16g0748291","AT5G07330",1.01e-40
"42931","Ha412HOChr16g0748301","AT5G61790",0
"42932","Ha412HOChr16g0748311","AT5G61800",0
"42933","Ha412HOChr16g0748321","AT5G07350",0
"42934","Ha412HOChr16g0748341","AT5G61760",1.96e-117
"42935","Ha412HOChr16g0748351","AT5G67080",1.82e-66
"42936","Ha412HOChr16g0748361","AT5G67080",6.34e-69
"42937","Ha412HOChr16g0748371","AT4G36950",1.35e-68
"42938","Ha412HOChr16g0748381","AT5G67080",5.31e-67
"42939","Ha412HOChr16g0748391","AT4G36950",6.73e-68
"42940","Ha412HOChr16g0748411","AT4G36950",7.5e-68
"42941","Ha412HOChr16g0748421","AT4G36950",1.75e-68
"42942","Ha412HOChr16g0748431","AT4G36950",4.36e-59
"42943","Ha412HOChr16g0748441","AT4G36950",1.56e-68
"42944","Ha412HOChr16g0748461","AT1G79650",0
"42945","Ha412HOChr16g0748471","AT1G16080",8.99e-151
"42946","Ha412HOChr16g0748481","AT1G16080",1e-118
"42947","Ha412HOChr16g0748491","AT1G16060",1.35e-115
"42948","Ha412HOChr16g0748521","AT4G30780",9.88e-134
"42949","Ha412HOChr16g0748541","AT1G16040",3.7e-47
"42950","Ha412HOChr16g0748551","AT4G36440",4.05e-18
"42951","Ha412HOChr16g0748621","AT5G48930",0
"42952","Ha412HOChr16g0748651","AT1G32400",1.5e-34
"42953","Ha412HOChr16g0748681","AT1G80840",2.27e-96
"42954","Ha412HOChr16g0748691","AT1G80880",1.3e-160
"42955","Ha412HOChr16g0748711","AT1G80920",6.91e-53
"42956","Ha412HOChr16g0748731","AT1G80880",1.87e-160
"42957","Ha412HOChr16g0748741","AT1G80840",2.08e-96
"42958","Ha412HOChr16g0748771","AT1G55265",2.39e-10
"42959","Ha412HOChr16g0748801","ATMG00860",3.73e-27
"42960","Ha412HOChr16g0748851","AT4G22220",4.55e-10
"42961","Ha412HOChr16g0748871","AT1G02813",1.94e-08
"42962","Ha412HOChr16g0748891","AT1G15950",1.2e-173
"42963","Ha412HOChr16g0748901","AT1G15950",0
"42964","Ha412HOChr16g0748911","AT1G15950",0
"42965","Ha412HOChr16g0748921","AT4G31880",2.37e-66
"42966","Ha412HOChr16g0748941","AT1G80750",8.26e-58
"42967","Ha412HOChr16g0748951","AT1G80780",1.34e-167
"42968","Ha412HOChr16g0748961","AT1G15950",0
"42969","Ha412HOChr16g0748971","AT1G15950",3.29e-176
"42970","Ha412HOChr16g0748981","AT1G02813",1.79e-08
"42971","Ha412HOChr16g0749001","AT1G80660",6.46e-83
"42972","Ha412HOChr16g0749011","AT2G07560",0
"42973","Ha412HOChr16g0749021","AT5G25190",8.47e-65
"42974","Ha412HOChr16g0749031","AT1G80750",3.05e-09
"42975","Ha412HOChr16g0749041","AT1G80690",4.75e-88
"42976","Ha412HOChr16g0749051","AT5G25190",9.35e-65
"42977","Ha412HOChr16g0749061","AT1G80660",0
"42978","Ha412HOChr16g0749071","AT1G80650",1.04e-16
"42979","Ha412HOChr16g0749081","AT4G32000",2.47e-145
"42980","Ha412HOChr16g0749101","AT1G80630",4.42e-98
"42981","Ha412HOChr16g0749111","AT1G15810",1.43e-84
"42982","Ha412HOChr16g0749141","AT1G80630",6.14e-97
"42983","Ha412HOChr16g0749151","AT1G15810",1.44e-84
"42984","Ha412HOChr16g0749181","AT3G57150",0
"42985","Ha412HOChr16g0749211","AT4G23160",1.17e-100
"42986","Ha412HOChr16g0749231","AT1G80580",2.71e-30
"42987","Ha412HOChr16g0749271","AT3G02645",4.68e-113
"42988","Ha412HOChr16g0749281","AT3G02645",5.48e-126
"42989","Ha412HOChr16g0749301","AT3G02645",1.44e-41
"42990","Ha412HOChr16g0749321","AT3G02645",2.28e-74
"42991","Ha412HOChr16g0749331","AT3G02645",1.38e-127
"42992","Ha412HOChr16g0749361","AT3G02645",8.7e-70
"42993","Ha412HOChr16g0749371","AT3G02645",1.67e-53
"42994","Ha412HOChr16g0749401","AT1G74110",0
"42995","Ha412HOChr16g0749411","AT2G12400",3.76e-104
"42996","Ha412HOChr16g0749431","AT2G25270",7.79e-27
"42997","Ha412HOChr16g0749441","AT1G80530",0
"42998","Ha412HOChr16g0749461","AT1G15760",7.73e-54
"42999","Ha412HOChr16g0749471","AT1G80160",4.11e-46
"43000","Ha412HOChr16g0749491","AT5G11170",0
"43001","Ha412HOChr16g0749501","AT5G11170",1.12e-16
"43002","Ha412HOChr16g0749521","AT5G20150",1.15e-13
"43003","Ha412HOChr16g0749541","AT1G80133",5.54e-09
"43004","Ha412HOChr16g0749561","AT1G65260",3.73e-150
"43005","Ha412HOChr16g0749571","AT3G15780",4.43e-11
"43006","Ha412HOChr16g0749581","AT3G15820",8.21e-76
"43007","Ha412HOChr16g0749591","AT3G15820",5.53e-27
"43008","Ha412HOChr16g0749601","AT1G80530",0
"43009","Ha412HOChr16g0749611","AT1G15760",2.13e-52
"43010","Ha412HOChr16g0749621","AT3G28670",2.19e-83
"43011","Ha412HOChr16g0749631","AT5G48050",1.39e-26
"43012","Ha412HOChr16g0749641","AT1G15750",0
"43013","Ha412HOChr16g0749651","AT1G80480",0
"43014","Ha412HOChr16g0749661","AT3G18430",4.04e-96
"43015","Ha412HOChr16g0749671","AT1G15690",0
"43016","Ha412HOChr16g0749681","AT1G52520",0
"43017","Ha412HOChr16g0749691","AT1G52530",1.28e-175
"43018","Ha412HOChr16g0749701","AT3G42170",0
"43019","Ha412HOChr16g0749711","AT5G51950",0
"43020","Ha412HOChr16g0749721","AT5G15010",8.64e-165
"43021","Ha412HOChr16g0749731","AT5G11160",8.7e-103
"43022","Ha412HOChr16g0749751","AT1G15320",5.7e-35
"43023","Ha412HOChr16g0749761","AT1G15330",3.93e-139
"43024","Ha412HOChr16g0749771","AT2G46915",7.25e-46
"43025","Ha412HOChr16g0749781","AT3G15820",2.54e-115
"43026","Ha412HOChr16g0749791","AT3G15780",2.94e-10
"43027","Ha412HOChr16g0749801","AT1G65260",1.07e-150
"43028","Ha412HOChr16g0749841","AT5G20150",1.82e-21
"43029","Ha412HOChr16g0749851","AT5G20150",1.37e-21
"43030","Ha412HOChr16g0749861","AT5G11170",3.49e-19
"43031","Ha412HOChr16g0749871","AT5G11170",0
"43032","Ha412HOChr16g0749881","AT3G15710",1.84e-104
"43033","Ha412HOChr16g0749891","AT1G80160",4.77e-92
"43034","Ha412HOChr16g0749901","AT1G15390",5.97e-99
"43035","Ha412HOChr16g0749911","AT1G31870",3.86e-146
"43036","Ha412HOChr16g0749921","AT4G09670",6.03e-89
"43037","Ha412HOChr16g0749941","AT1G80500",2.01e-88
"43038","Ha412HOChr16g0749951","AT1G30950",4.88e-18
"43039","Ha412HOChr16g0749961","AT2G35430",3.1e-15
"43040","Ha412HOChr16g0749991","AT1G52700",9.37e-135
"43041","Ha412HOChr16g0750001","AT1G80500",1.07e-88
"43042","Ha412HOChr16g0750011","AT3G19360",8.04e-19
"43043","Ha412HOChr16g0750031","AT1G52700",9.37e-135
"43044","Ha412HOChr16g0750041","AT5G40810",1.12e-132
"43045","Ha412HOChr16g0750051","AT3G15610",0
"43046","Ha412HOChr16g0750061","AT1G80310",0
"43047","Ha412HOChr16g0750071","AT1G52770",3.67e-146
"43048","Ha412HOChr16g0750081","AT3G10740",7.74e-47
"43049","Ha412HOChr16g0750091","AT5G02500",7.93e-49
"43050","Ha412HOChr16g0750101","AT3G25120",1.5e-44
"43051","Ha412HOChr16g0750111","AT1G15510",0
"43052","Ha412HOChr16g0750121","AT1G15520",0
"43053","Ha412HOChr16g0750141","AT1G52800",1.49e-110
"43054","Ha412HOChr16g0750151","AT1G52800",1.92e-60
"43055","Ha412HOChr16g0750161","AT1G52800",5.78e-103
"43056","Ha412HOChr16g0750171","AT1G52800",1.28e-116
"43057","Ha412HOChr16g0750181","AT1G80360",0
"43058","Ha412HOChr16g0750201","AT1G52800",1.96e-102
"43059","Ha412HOChr16g0750211","AT1G52800",2.17e-114
"43060","Ha412HOChr16g0750221","AT1G80360",8.07e-170
"43061","Ha412HOChr16g0750231","AT1G80360",9.8e-30
"43062","Ha412HOChr16g0750251","AT3G04730",6.55e-60
"43063","Ha412HOChr16g0750261","AT4G36780",6.11e-07
"43064","Ha412HOChr16g0750271","AT3G15540",3.19e-37
"43065","Ha412HOChr16g0750281","AT1G80410",0
"43066","Ha412HOChr16g0750291","AT1G80420",5.86e-107
"43067","Ha412HOChr16g0750301","AT1G15670",2.95e-118
"43068","Ha412HOChr16g0750311","AT1G15670",9.19e-87
"43069","Ha412HOChr16g0750321","AT1G15670",3.47e-116
"43070","Ha412HOChr16g0750331","AT1G15670",7.01e-119
"43071","Ha412HOChr16g0750341","AT4G15890",0
"43072","Ha412HOChr16g0750351","AT3G15940",2.77e-86
"43073","Ha412HOChr16g0750361","AT3G06150",0
"43074","Ha412HOChr16g0750381","AT1G15240",1.06e-69
"43075","Ha412HOChr16g0750391","AT3G16110",8.65e-12
"43076","Ha412HOChr16g0750401","AT1G15670",7.62e-82
"43077","Ha412HOChr16g0750411","AT1G15670",3.15e-114
"43078","Ha412HOChr16g0750421","AT1G80440",1.82e-19
"43079","Ha412HOChr16g0750431","AT1G15670",4.78e-90
"43080","Ha412HOChr16g0750441","AT4G15890",0
"43081","Ha412HOChr16g0750451","AT3G06150",0
"43082","Ha412HOChr16g0750461","AT3G15940",6.93e-156
"43083","Ha412HOChr16g0750471","AT1G52420",6.15e-59
"43084","Ha412HOChr16g0750501","AT3G15990",0
"43085","Ha412HOChr16g0750511","AT1G79990",7.94e-78
"43086","Ha412HOChr16g0750531","AT3G16000",2.73e-134
"43087","Ha412HOChr16g0750541","AT3G24490",4.68e-49
"43088","Ha412HOChr16g0750551","AT1G79910",3.18e-58
"43089","Ha412HOChr16g0750561","AT1G15240",0
"43090","Ha412HOChr16g0750571","AT1G15240",0
"43091","Ha412HOChr16g0750591","AT1G52260",0
"43092","Ha412HOChr16g0750601","AT1G45688",8.12e-75
"43093","Ha412HOChr16g0750611","AT1G52240",1.93e-57
"43094","Ha412HOChr16g0750621","AT1G79870",2.57e-140
"43095","Ha412HOChr16g0750631","AT1G79840",0
"43096","Ha412HOChr16g0750651","AT1G79830",0
"43097","Ha412HOChr16g0750671","AT1G79820",0
"43098","Ha412HOChr16g0750691","AT3G16170",3.39e-82
"43099","Ha412HOChr16g0750701","AT3G16170",1.65e-171
"43100","Ha412HOChr16g0750711","AT1G52190",0
"43101","Ha412HOChr16g0750771","AT4G29100",3.1e-32
"43102","Ha412HOChr16g0750801","AT4G29080",5.74e-94
"43103","Ha412HOChr16g0750811","AT3G16210",4.7e-08
"43104","Ha412HOChr16g0750841","AT3G16240",3.44e-145
"43105","Ha412HOChr16g0750871","AT3G16260",0
"43106","Ha412HOChr16g0750881","AT5G11590",8.83e-52
"43107","Ha412HOChr16g0750891","AT5G35695",2.14e-36
"43108","Ha412HOChr16g0750901","AT1G66590",2.04e-47
"43109","Ha412HOChr16g0750911","AT5G06220",9.64e-06
"43110","Ha412HOChr16g0750921","AT3G11560",2.06e-24
"43111","Ha412HOChr16g0750931","AT3G16290",0
"43112","Ha412HOChr16g0750941","AT3G16300",1.89e-32
"43113","Ha412HOChr16g0750951","AT1G79780",5.33e-09
"43114","Ha412HOChr16g0750971","AT3G16310",2.48e-97
"43115","Ha412HOChr16g0750981","AT1G52150",0
"43116","Ha412HOChr16g0750991","AT5G25840",2.96e-46
"43117","Ha412HOChr16g0751011","AT1G52140",1.77e-34
"43118","Ha412HOChr16g0751021","AT1G52140",3.43e-38
"43119","Ha412HOChr16g0751041","AT3G16330",3.45e-32
"43120","Ha412HOChr16g0751091","AT1G15210",0
"43121","Ha412HOChr16g0751101","AT1G15210",0
"43122","Ha412HOChr16g0751121","AT3G07400",3.72e-62
"43123","Ha412HOChr16g0751161","AT1G15210",0
"43124","Ha412HOChr16g0751171","AT2G31880",0
"43125","Ha412HOChr16g0751181","AT3G48330",1.64e-130
"43126","Ha412HOChr16g0751201","AT2G02955",6.18e-39
"43127","Ha412HOChr16g0751211","AT5G14530",1.71e-47
"43128","Ha412HOChr16g0751231","AT1G69420",4.37e-133
"43129","Ha412HOChr16g0751241","AT3G48280",4.23e-167
"43130","Ha412HOChr16g0751261","AT2G20590",2.17e-21
"43131","Ha412HOChr16g0751281","AT1G19530",8.91e-09
"43132","Ha412HOChr16g0751311","AT1G19530",1.09e-13
"43133","Ha412HOChr16g0751321","AT5G42785",1.31e-06
"43134","Ha412HOChr16g0751331","AT2G21600",3.1e-97
"43135","Ha412HOChr16g0751341","AT1G19580",1.14e-148
"43136","Ha412HOChr16g0751351","AT1G47250",6.24e-155
"43137","Ha412HOChr16g0751381","ATMG00860",1.37e-28
"43138","Ha412HOChr16g0751391","AT1G75310",1.51e-74
"43139","Ha412HOChr16g0751401","AT1G75350",1.15e-49
"43140","Ha412HOChr16g0751411","AT5G66440",1.49e-22
"43141","Ha412HOChr16g0751471","AT1G27660",2.16e-47
"43142","Ha412HOChr16g0751511","AT1G75390",7.96e-41
"43143","Ha412HOChr16g0751531","AT1G35180",1.41e-111
"43144","Ha412HOChr16g0751541","AT1G44970",4.06e-177
"43145","Ha412HOChr16g0751551","AT2G16400",6.15e-94
"43146","Ha412HOChr16g0751561","AT3G51030",7.25e-51
"43147","Ha412HOChr16g0751581","AT1G76340",0
"43148","Ha412HOChr16g0751591","AT1G75510",1.79e-126
"43149","Ha412HOChr16g0751601","AT5G38190",5.8e-10
"43150","Ha412HOChr16g0751611","AT4G39090",0
"43151","Ha412HOChr16g0751621","AT1G62020",0
"43152","Ha412HOChr16g0751631","AT3G54340",1.85e-86
"43153","Ha412HOChr16g0751641","AT3G51150",0
"43154","Ha412HOChr16g0751651","AT1G75640",0
"43155","Ha412HOChr16g0751661","AT1G19910",4.7e-112
"43156","Ha412HOChr16g0751681","AT4G16310",0
"43157","Ha412HOChr16g0751701","AT1G75620",0
"43158","Ha412HOChr16g0751711","AT5G20570",7.84e-70
"43159","Ha412HOChr16g0751721","AT5G10980",9.66e-97
"43160","Ha412HOChr16g0751731","AT4G31500",2.96e-96
"43161","Ha412HOChr16g0751741","AT4G31500",3.15e-46
"43162","Ha412HOChr16g0751751","AT4G31500",1.49e-75
"43163","Ha412HOChr16g0751781","AT3G05000",1.06e-46
"43164","Ha412HOChr16g0751801","AT4G31500",5.21e-66
"43165","Ha412HOChr16g0751811","AT1G72175",2.43e-32
"43166","Ha412HOChr16g0751821","AT5G50180",2.97e-36
"43167","Ha412HOChr16g0751831","AT4G31500",2.84e-165
"43168","Ha412HOChr16g0751841","AT4G31500",4e-77
"43169","Ha412HOChr16g0751851","AT5G59970",1.92e-15
"43170","Ha412HOChr16g0751861","AT4G31500",4.9e-68
"43171","Ha412HOChr16g0751871","AT1G73920",2.61e-110
"43172","Ha412HOChr16g0751881","AT1G73920",0
"43173","Ha412HOChr16g0751891","AT3G53170",0
"43174","Ha412HOChr16g0751911","AT1G49010",6.65e-87
"43175","Ha412HOChr16g0751921","AT1G19900",0
"43176","Ha412HOChr16g0751931","AT1G54180",1.07e-46
"43177","Ha412HOChr16g0751961","AT3G18550",1.69e-27
"43178","Ha412HOChr16g0751971","AT1G73965",1.41e-17
"43179","Ha412HOChr16g0751981","AT2G37940",1.33e-84
"43180","Ha412HOChr16g0752001","AT3G18570",2.28e-08
"43181","Ha412HOChr16g0752011","AT3G18580",1.08e-82
"43182","Ha412HOChr16g0752021","AT1G74070",9.96e-109
"43183","Ha412HOChr16g0752031","AT5G23090",1.68e-89
"43184","Ha412HOChr16g0752041","AT1G18530",1.74e-71
"43185","Ha412HOChr16g0752061","AT5G23060",2.75e-174
"43186","Ha412HOChr16g0752081","AT5G35520",5.84e-52
"43187","Ha412HOChr16g0752091","AT5G08180",1.16e-76
"43188","Ha412HOChr16g0752101","AT5G08170",0
"43189","Ha412HOChr16g0752111","AT5G08170",1.42e-26
"43190","Ha412HOChr16g0752121","AT5G08170",2.55e-161
"43191","Ha412HOChr16g0752131","AT5G38790",4.19e-08
"43192","Ha412HOChr16g0752141","AT5G08139",1.07e-45
"43193","Ha412HOChr16g0752151","AT1G58230",5.46e-48
"43194","Ha412HOChr16g0752161","AT5G08139",1.3e-46
"43195","Ha412HOChr16g0752181","AT1G61820",0
"43196","Ha412HOChr16g0752191","AT4G38540",6.71e-51
"43197","Ha412HOChr16g0752211","AT3G42660",0
"43198","Ha412HOChr16g0752231","AT5G15740",0
"43199","Ha412HOChr16g0752251","AT5G23680",4.34e-20
"43200","Ha412HOChr16g0752271","AT1G78380",3.94e-110
"43201","Ha412HOChr16g0752281","AT1G23780",3.69e-72
"43202","Ha412HOChr16g0752301","AT1G13570",1.25e-34
"43203","Ha412HOChr16g0752311","AT1G62400",6.22e-10
"43204","Ha412HOChr16g0752321","AT5G58950",3.84e-58
"43205","Ha412HOChr16g0752331","AT1G13570",1.26e-31
"43206","Ha412HOChr16g0752341","AT1G13570",1.06e-34
"43207","Ha412HOChr16g0752371","AT1G13570",5.42e-26
"43208","Ha412HOChr16g0752381","AT1G13570",2.84e-32
"43209","Ha412HOChr16g0752391","AT1G13570",2.84e-32
"43210","Ha412HOChr16g0752401","AT1G13570",1.55e-36
"43211","Ha412HOChr16g0752411","AT1G13570",1.23e-31
"43212","Ha412HOChr16g0752421","AT1G13570",4.95e-26
"43213","Ha412HOChr16g0752431","AT1G13570",5.14e-28
"43214","Ha412HOChr16g0752441","AT1G13570",7.71e-24
"43215","Ha412HOChr16g0752461","AT1G13570",1.96e-18
"43216","Ha412HOChr16g0752481","AT1G13570",1.45e-09
"43217","Ha412HOChr16g0752491","AT1G13570",3.98e-24
"43218","Ha412HOChr16g0752501","AT1G13570",5.29e-24
"43219","Ha412HOChr16g0752521","AT1G13570",1.38e-10
"43220","Ha412HOChr16g0752531","AT3G59200",5.5e-13
"43221","Ha412HOChr16g0752541","AT1G13570",6.11e-27
"43222","Ha412HOChr16g0752551","AT1G13570",9.02e-06
"43223","Ha412HOChr16g0752561","AT1G13570",2.11e-17
"43224","Ha412HOChr16g0752591","AT1G13570",9.31e-22
"43225","Ha412HOChr16g0752601","AT1G13570",8.61e-22
"43226","Ha412HOChr16g0752611","AT1G13570",2.38e-22
"43227","Ha412HOChr16g0752621","AT1G13570",1.56e-28
"43228","Ha412HOChr16g0752631","AT1G13570",4.52e-29
"43229","Ha412HOChr16g0752651","AT1G13570",1.16e-23
"43230","Ha412HOChr16g0752681","AT1G13570",2.3e-36
"43231","Ha412HOChr16g0752701","AT1G13570",2.41e-29
"43232","Ha412HOChr16g0752731","AT1G13570",1.04e-15
"43233","Ha412HOChr16g0752751","AT3G23880",9.35e-11
"43234","Ha412HOChr16g0752761","AT3G06240",4.92e-13
"43235","Ha412HOChr16g0752771","AT1G47790",5.58e-15
"43236","Ha412HOChr16g0752781","AT2G19800",1.47e-33
"43237","Ha412HOChr16g0752791","AT5G60910",2.47e-71
"43238","Ha412HOChr16g0752811","AT4G11270",3.56e-12
"43239","Ha412HOChr16g0752821","AT5G15650",0
"43240","Ha412HOChr16g0752871","AT1G34110",1.06e-22
"43241","Ha412HOChr16g0752901","AT5G39240",1.06e-14
"43242","Ha412HOChr16g0752911","AT1G74110",0
"43243","Ha412HOChr16g0752941","AT1G18610",0
"43244","Ha412HOChr16g0752971","AT5G60970",1.38e-44
"43245","Ha412HOChr16g0752981","AT5G61030",6.53e-52
"43246","Ha412HOChr16g0752991","AT5G61040",3.14e-62
"43247","Ha412HOChr16g0753021","AT1G74250",5.59e-146
"43248","Ha412HOChr16g0753031","AT5G61060",0
