XRQ_gene_name	XRQ_start	XRQ_end	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm	412_gene_name	start	end	chr	XRQ_chr
HanXRQChr13g0403031	97560552	97561187	332.04	319.77	280.23	81.79	0.82	27.37	21.24	214.86	124.83	Ha412HOChr13g0604531	93317908	93318845	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403041	97562814	97566389	3.15	0.22	0.55	0.42	1.42	0.11	7.81	0.41	0.5	Ha412HOChr13g0604551	93320340	93323909	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403061	97589840	97594782	12.58	2.69	5.41	4.53	0.05	11.69	3.84	10.3	6.96	Ha412HOChr13g0604581	93347914	93352819	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403071	97608577	97608942	17.04	0.21	12.24	82.04	0	5.13	5.18	80.2	0.07	Ha412HOChr13g0604591	93366514	93367472	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403081	97783430	97785466	0.29	0.23	0.77	0.57	0	0.75	0	0.79	0.14	Ha412HOChr13g0604601	93552285	93554453	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403111	97889174	97893227	39.81	10.16	16.14	5.57	0.07	10.35	2.72	52.54	7.34	Ha412HOChr13g0604881	94157574	94161534	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403131	97969903	97976488	27.18	24.24	36.26	13	0.15	15.25	65.7	34.18	22.16	Ha412HOChr13g0604841	94036585	94043164	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403161	97994646	97996293	0.31	0.27	0.34	0	0.02	1.07	0.9	0.08	0.08	Ha412HOChr13g0604811	94014731	94016246	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403171	97999464	98003108	0	0.25	0.02	0.06	0.21	0.02	40.03	0.01	1.68	Ha412HOChr13g0604801	94007780	94011419	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403181	98028646	98030640	27.31	15.84	40.77	5.28	0.07	1.91	0.85	10.32	7.09	Ha412HOChr13g0604791	93980254	93982242	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403191	98122850	98135466	0	0	0	0	1.64	0	4.99	0.03	0.25	Ha412HOChr13g0604761	93868315	93880931	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403201	98233638	98235516	193.65	25.46	39.69	39.27	0.54	36.2	9.36	79.56	76.46	Ha412HOChr13g0604731	93755161	93758435	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403221	98259487	98265627	1.26	2.91	1.28	1.91	0.01	0.22	1.19	11.01	3.25	Ha412HOChr13g0604721	93726441	93732558	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403231	98284113	98291221	0.27	0.53	0.13	0.22	0.01	0.21	0.26	0.77	0.33	Ha412HOChr13g0604711	93700910	93708012	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403241	98291709	98297619	57.58	14.55	35.76	40.66	3.96	39.89	21.81	39.79	36.2	Ha412HOChr13g0604701	93694386	93700294	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403281	98332013	98338714	0	0.03	0.01	0	0.26	0.04	15.14	0.02	0.28	Ha412HOChr13g0604651	93646694	93653389	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403371	98695852	98701444	0.09	0.23	0	0	11.94	0	21.55	0.02	1.3	Ha412HOChr13g0604101	92237907	92240927	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403401	98782968	98786960	0.39	0.74	1.06	0.38	0.02	0.43	0.39	1.84	0.28	Ha412HOChr13g0604071	92153001	92156387	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403411	98787011	98795121	46.14	33.95	42.48	43.32	0.16	5.4	6.87	19.21	23.63	Ha412HOChr13g0604051	92143477	92151335	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403421	98817901	98823758	14.05	5.67	12.46	1.49	0.4	2.7	4.28	17.59	8.82	Ha412HOChr13g0604041	92115027	92121042	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403431	98832556	98834063	14.42	3.49	4.31	0.13	0.1	1.88	0.54	24.17	0.47	Ha412HOChr13g0604031	92104683	92106219	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403441	99013800	99017061	3.52	0.4	1.67	1.08	0.4	1.49	4.1	4.37	2.5	Ha412HOChr01g0029561	116497135	116500332	Ha412HOChr01	HanXRQChr13
HanXRQChr13g0403491	99267296	99276013	2.97	2.17	3.54	1.58	0.25	2.77	0.96	4.1	1.51	Ha412HOChr13g0605221	95194013	95202725	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403501	99282530	99285385	0.08	2.75	21.98	1.19	0.09	0.46	6.54	0.33	8.78	Ha412HOChr13g0605211	95186245	95190904	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403511	99286174	99286677	81.16	36.98	34.69	100.9	0.05	34.35	33.18	44.85	52.96	Ha412HOChr13g0605201	95184645	95185440	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403521	99300952	99310314	0.21	0.06	0.22	0	0.77	0.16	0.59	0.2	0.08	Ha412HOChr13g0605191	95161044	95170398	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403531	99317643	99323067	4.46	1.67	3.75	1.3	0.07	2.75	1.06	3.35	2.23	Ha412HOChr13g0605181	95148287	95153705	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403561	99340499	99353515	5.98	4.98	13.1	3.1	0.41	6.36	7.87	14.08	5.93	Ha412HOChr13g0605151	95117459	95130471	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403571	99378266	99378874	0.29	0	14.44	7.47	0	7.02	0.95	15	3.55	Ha412HOChr13g0605131	95091593	95092385	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403581	99413905	99421250	0.37	1.39	5.98	0.16	0.03	0.44	0.47	1.49	0.49	Ha412HOChr13g0605121	95052510	95056636	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403591	99424308	99424778	0.33	0	0	0.22	0	3.93	0.26	0	0	Ha412HOChr13g0605101	95045766	95046236	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403621	99460277	99460969	0.05	0	0	1.98	0.87	106.22	1.72	0	0.17	Ha412HOChr13g0605061	95006088	95006780	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403641	99545187	99548161	2.45	1.68	2.79	0.79	0.08	1.64	0.94	4.39	1	Ha412HOChr11g0528421	188818621	188822468	Ha412HOChr11	HanXRQChr13
HanXRQChr13g0403651	99587934	99590838	1.81	0.89	5.13	1.02	0.09	1.04	0.7	2.15	2.36	Ha412HOChr13g0605021	94863445	94866346	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403661	99603203	99605795	0.01	0.31	0.12	0.85	248.05	0	24.16	0.01	1.55	Ha412HOChr13g0605011	94848281	94851081	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403671	99622223	99623308	7.11	1.03	6.69	7.4	0.02	1.92	0.96	17.12	22.73	Ha412HOChr13g0605001	94830763	94832051	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403681	99662299	99664060	0.52	0.14	0.18	0.22	0	0.02	0.28	9.81	0.23	Ha412HOChr11g0529691	191376905	191379595	Ha412HOChr11	HanXRQChr13
HanXRQChr13g0403691	99802399	99803680	0	0	0	0.27	0	0.01	0.05	1.38	0	Ha412HOChr13g0604981	94642171	94643709	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403701	99879583	99885011	6.56	4.99	11.43	1.31	0.09	1.83	2.66	9.33	2	Ha412HOChr13g0604971	94545066	94549361	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403711	99887683	99891850	2.17	1.9	3.18	3.05	0	8.21	0.59	1.87	1.4	Ha412HOChr13g0604961	94538176	94542333	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403721	100036465	100039071	0.02	0.47	0.83	0.31	1.24	0.01	55.92	0	0.84	Ha412HOChr13g0604931	94364737	94367342	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403731	100051278	100054152	36.44	25.76	6.33	42.49	0	3.28	2.96	5.59	40.51	Ha412HOChr13g0604921	94349513	94352348	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403741	100093571	100097062	9.45	7.39	8.86	4.56	0.04	4.45	2.8	12.52	3.19	Ha412HOChr13g0604891	94302367	94305848	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403781	100256566	100260040	1.31	0.56	1.26	0.38	0.36	0.47	0.27	3.06	0.44	Ha412HOChr13g0605271	95308139	95312079	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403791	100295593	100298939	3.06	1.34	2.7	1.75	0.1	1.51	0.98	6.94	0.98	Ha412HOChr13g0605291	95353154	95355023	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403801	100340981	100341739	0.65	2.09	2.1	6.13	0	4.2	5.44	91.14	0.24	Ha412HOChr13g0605311	95401181	95402180	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403811	100347532	100350206	2.11	0.2	2.92	0.49	0	0.89	0.34	5.27	0.12	Ha412HOChr13g0605321	95407947	95410621	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403851	100630259	100647571	0.13	0.05	0.11	0.09	0	0.01	20.05	0.42	0.1	Ha412HOChr01g0026891	103656670	103674209	Ha412HOChr01	HanXRQChr13
HanXRQChr13g0403911	100772135	100778263	0.16	0.39	2.2	0.51	0.01	0.78	0.08	0.17	0.03	Ha412HOChr13g0605391	95529140	95535525	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403921	100778751	100782872	0.03	0	0.04	0	0.84	0.52	0.1	0.04	1.06	Ha412HOChr13g0605381	95524166	95528287	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403931	100784506	100787887	3.95	1.98	6.52	1.3	2.14	1.78	1.54	7.76	3.49	Ha412HOChr13g0605361	95519041	95522749	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403961	100964056	100965249	9.84	1.2	3	5.76	0	2.44	1.89	20.8	8.27	Ha412HOChr13g0605571	95919732	95921415	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403971	100991586	100992686	14.02	53.95	457.71	68.18	0.22	2.22	14.21	12.81	250.37	Ha412HOChr13g0605551	95891936	95893477	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403981	101041005	101047228	1.77	0.9	1.63	1.09	0.05	0.85	0.17	2.3	0.61	Ha412HOChr13g0605541	95836959	95843195	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0403991	101051638	101056178	0.34	0.42	0.97	0.54	0	0.31	0.06	0.45	0.1	Ha412HOChr13g0605531	95828194	95832448	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404001	101065297	101069060	13.63	6.5	6.67	1.74	0.01	0.93	0.75	4.76	5.6	Ha412HOChr13g0605521	95815019	95818881	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404021	101183542	101186811	0.03	1.56	5.99	7.12	60.32	12.71	15.89	1.22	2.37	Ha412HOChr06g0259691	32726531	32729798	Ha412HOChr06	HanXRQChr13
HanXRQChr13g0404041	101282862	101287164	0.34	0.11	0.5	0.31	0.04	0.49	0.08	0.46	0.15	Ha412HOChr13g0615801	134231989	134236266	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404101	101406171	101408065	43.27	49.51	32.05	158.35	0.04	31.4	42.45	42.69	56.97	Ha412HOChr13g0605621	96121841	96123395	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404171	101621256	101621552	134.14	2.47	5.16	8.54	0	8.12	8.65	237.45	36.08	Ha412HOChr13g0606281	97618235	97618766	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404191	101628205	101631918	16.09	5.74	13.31	4.94	0.02	2.23	1.43	11.13	7.92	Ha412HOChr13g0606251	97607630	97611513	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404201	101660068	101665702	0.43	0.31	0.84	0.14	0.01	0.3	0.04	0.85	0.14	Ha412HOChr13g0606241	97581101	97586822	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404211	101668287	101671247	40.78	24.74	27.45	35	2.04	35.14	20.94	25.05	37.99	Ha412HOChr13g0606231	97575546	97578498	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404221	101675262	101680695	0.13	0.07	0.03	0.19	0.19	0.32	32.44	1.3	1.49	Ha412HOChr13g0606221	97566093	97571520	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404231	101687436	101694819	10.39	5.31	10.4	4.86	0.2	19.91	4.56	14.49	6.11	Ha412HOChr13g0606201	97551813	97560036	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404241	101705736	101711496	15.1	12.13	16.65	3.51	0.05	5.58	2.76	15.12	6.69	Ha412HOChr13g0606191	97521436	97527192	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404251	101775401	101776980	22.88	2.97	39.05	3.53	0.04	0.59	2.01	22.2	2.91	Ha412HOChr13g0606171	97445367	97446922	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404271	101783169	101813050	0.03	0	0.03	0	0.05	0	0.15	0.07	0.03	Ha412HOChr13g0606151	97433949	97439161	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404281	101832341	101870393	1.61	0.01	0	1.24	0.01	36.48	27.41	0.01	0.01	Ha412HOChr13g0606121	97365923	97378882	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404291	101870444	101877456	44.45	0.93	0.11	0.3	0.01	6.49	0.62	0.79	1.03	Ha412HOChr13g0606111	97333423	97340557	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404301	101891370	101899114	2.59	0.48	0.28	1.31	0.02	0.44	0.22	0.87	2.46	Ha412HOChr13g0606101	97311764	97319505	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404321	101967676	101981091	0.28	0	0.03	0.04	0.04	0.29	0.06	0.12	0.01	Ha412HOChr13g0606041	97256684	97261988	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404341	102108724	102114792	5.06	0.06	0.16	0.89	0	0.06	0.54	0.78	0.04	Ha412HOChr13g0605991	97082475	97088631	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404351	102180090	102183221	1.09	0.37	0.44	0.13	0.24	0.14	0.19	2.12	0.23	Ha412HOChr13g0605981	97019217	97025185	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404361	102183272	102189722	0.63	0.37	0.96	0.32	0.14	0.27	0.34	2.08	0.34	Ha412HOChr13g0605961	97015539	97019215	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404401	102328825	102332440	8.08	1.62	6.08	2.03	0.05	3.02	1.87	14.28	3.28	Ha412HOChr13g0605921	96872421	96876054	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404411	102364083	102372710	2.02	0.49	0.69	0.24	0.01	0.02	0.32	1.85	0.04	Ha412HOChr13g0605901	96831877	96840529	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404421	102405882	102413013	1.12	1.49	3.55	0.2	0.94	1.06	0.42	9.03	0.34	Ha412HOChr13g0605891	96790569	96798108	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404441	102445214	102446085	21.36	30.5	16.24	32.33	0.08	17.3	21.5	12.8	26.83	Ha412HOChr13g0605861	96757210	96758073	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404461	102457224	102461266	0.5	0.13	0.02	53.82	0	2121.22	0.14	0.01	0.02	Ha412HOChr13g0605831	96742028	96746067	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404471	102553081	102558847	35.61	13.51	25.27	15.46	0.25	24.39	10.44	29.01	22.93	Ha412HOChr13g0605811	96644368	96661001	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404481	102660289	102665920	0.06	0.09	0.58	0.43	0.01	0.2	0	0.56	0	Ha412HOChr15g0727931	106585175	106590802	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404491	102671750	102677319	0.01	0	0.03	0	0	0	0.27	1.03	0.07	Ha412HOChr15g0727941	106596623	106601542	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404501	102696361	102702497	34.07	3.67	4.7	1.64	0.29	2.59	6.73	29.82	7.76	Ha412HOChr15g0727961	106616537	106622672	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404511	102854016	102854426	2.84	0	2.86	1.03	0	3.85	0.37	2.41	0.22	Ha412HOChr15g0727991	106731336	106731746	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404521	102857875	102859615	6.83	3.61	5.43	7.9	0.09	4.3	2.59	8.17	8.83	Ha412HOChr15g0728001	106733807	106735220	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404531	102859907	102861372	0.02	0	0	0	1.73	0.05	0.12	0	0	Ha412HOChr15g0728011	106736832	106738275	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404571	102991541	102993603	2	0.81	4.09	0	0.13	0.71	0.35	1.74	0.62	Ha412HOChr17g0846801	163090205	163091894	Ha412HOChr17	HanXRQChr13
HanXRQChr13g0404591	103031458	103034958	0	0	0.41	0.15	0	0.35	0.71	12.12	0.04	Ha412HOChr15g0728091	106941653	106944913	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0404621	103225137	103232340	0.58	2.11	0.43	0	0	0.02	0.11	0.55	0.29	Ha412HOChr13g0616591	137454568	137461784	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404731	103587249	103592931	0.75	1.38	1.13	1.22	0	0.27	0.07	3.58	0.46	Ha412HOChr13g0616741	137807665	137813339	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404781	103886047	103887180	0.31	0	0.82	0	0.01	0.14	0.08	0.78	0.09	Ha412HOChr13g0616851	138094117	138097455	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404791	103939283	103953608	0.01	0	4.24	0.32	0.01	0.05	0.03	0	0	Ha412HOChr13g0616861	138148999	138163897	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404801	103953825	103958562	27.21	7.59	37.3	0.72	0.04	0	1.72	29.16	0.42	Ha412HOChr13g0616881	138164115	138168848	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404821	104010287	104015584	4.22	2.17	3.1	0.67	0.01	1.56	0.69	4.58	3.39	Ha412HOChr13g0616901	138220778	138226066	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404831	104041478	104048783	27.37	10.31	34.57	10.05	0.09	26.55	9.82	36.63	13.63	Ha412HOChr13g0616911	138252163	138259463	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404841	104051553	104053370	0.36	0.26	0.43	0	0.01	0	0.02	0.46	0.02	Ha412HOChr13g0616921	138262159	138264178	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404861	104090781	104101804	5.34	5.3	8.52	2.4	0.18	2.93	1.52	9.77	3.89	Ha412HOChr13g0616941	138301462	138312453	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404871	104130785	104132584	0.34	0.03	0.61	0	0.01	0.13	0	0.24	0.16	Ha412HOChr13g0616961	138341620	138343409	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404891	104191807	104194298	3.06	1.45	2.13	1.5	0.15	1.47	0.16	2.65	2.45	Ha412HOChr13g0616981	138411365	138413896	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0404951	104270631	104271188	4.42	0.1	0.09	0	0.02	0	0	0	1.71	Ha412HOChr13g0617071	138498201	138498758	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405011	104359594	104366968	0.95	0.68	1.62	0	0.01	0.85	0.5	1.56	0.47	Ha412HOChr13g0617121	138586244	138592749	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405031	104381478	104387600	3.86	3.08	2.73	13.8	0.2	54.69	3.93	3.35	4.9	Ha412HOChr13g0617141	138607312	138613382	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405051	104540103	104546378	10.67	16.73	56.46	10.84	0.02	19.44	7.59	65.91	26.34	Ha412HOChr15g0709941	38677317	38683770	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0405061	104575269	104582221	5.31	0.11	0.46	0.15	0.01	0.64	0.53	10.86	0	Ha412HOChr15g0709951	38712518	38719365	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0405071	104656754	104667929	3.12	3.95	9.29	3.42	0.3	2.28	4.58	7	3.29	Ha412HOChr15g0709961	38794338	38805087	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0405081	104668368	104679087	0.64	0.55	2.08	0.57	0.01	0.17	0.17	1.85	0.57	Ha412HOChr15g0709971	38805928	38816414	Ha412HOChr15	HanXRQChr13
HanXRQChr13g0405101	104950814	104956364	60.3	19.45	29.17	34.45	0.1	23.34	15.22	43.47	35.4	Ha412HOChr13g0606401	97766734	97772303	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405111	104958544	104960565	100.83	102.99	88.56	66.69	0.08	23.99	8	100.38	83.11	Ha412HOChr13g0606411	97774622	97776869	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405141	104991179	104995588	9.78	13.34	14.97	19.2	0.04	6.49	2.8	19.62	7.1	Ha412HOChr13g0606451	97807820	97811703	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405151	104997234	105003443	17.28	25.95	14.51	17.9	0.53	19.54	23.15	14.01	21.06	Ha412HOChr13g0606461	97813997	97819559	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405161	105061531	105068471	2.32	3.27	8.97	10.39	0.64	9.3	38.84	9.43	9.2	Ha412HOChr13g0606481	97887983	97895004	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405181	105070002	105072956	13.2	3.45	4.11	1.71	0.04	5.1	2.53	6.63	4.51	Ha412HOChr13g0606501	97896542	97899492	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405201	105095051	105099839	1.68	0.87	2.59	0.62	0	0.12	0.07	0.32	2.7	Ha412HOChr13g0606531	97921736	97923236	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405211	105099962	105109927	11.27	4.26	13.22	2.17	0.04	2.69	1.05	9.47	1.57	Ha412HOChr13g0606541	97923238	97936596	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405291	105391359	105393665	17.71	1.61	0.86	0.07	0.01	0.13	0.09	1.68	2.83	Ha412HOChr13g0606641	98232929	98235232	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405301	105411159	105414422	0.01	0	0.33	0.17	0	0.34	0.05	0.22	0.06	Ha412HOChr13g0606661	98253039	98256416	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405321	105426245	105428018	1.71	3.09	3.03	10.38	0.43	4.45	7.17	2.7	4.21	Ha412HOChr13g0606691	98268249	98270020	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405341	105467895	105472866	0.19	0.47	1.08	1.55	0.07	0.31	0.12	0.68	0.38	Ha412HOChr13g0606711	98311038	98314944	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405361	105486617	105489025	0.16	0	0.29	0.13	0	0.19	0.04	0.54	0.07	Ha412HOChr13g0606731	98328681	98331089	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405381	105497134	105498867	27.53	4.08	4.61	5.44	0.01	1.59	0.65	9.84	3.34	Ha412HOChr13g0606761	98339056	98340949	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405391	105593463	105594323	2.86	0.72	0.07	1.66	0	0.46	1.61	32.28	0.16	Ha412HOChr13g0606771	98468444	98469296	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405431	105919441	105922282	0.12	0.16	0.15	0	2.14	0.23	13.05	0.26	0.36	Ha412HOChr08g0341281	30550986	30553356	Ha412HOChr08	HanXRQChr13
HanXRQChr13g0405481	106226006	106227643	0.17	0.38	0.25	0	0	0.31	1.12	0.12	0.2	Ha412HOChr13g0607461	101439764	101441401	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405491	106240763	106246021	0.03	0	1.17	2.44	0	15.65	0.68	0	0.02	Ha412HOChr13g0607441	101422298	101426584	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405501	106250006	106251139	1.69	0.12	0.9	2.28	0.01	1.81	0.56	1.08	0.3	Ha412HOChr13g0607431	101415000	101418259	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405531	106525216	106526942	0.4	0.08	1.15	2.84	0.01	4.35	0.3	0.42	0.39	Ha412HOChr13g0607311	100741809	100743528	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405541	106528694	106529857	0.06	0.28	0.13	0.78	0	1.07	0.95	3.64	0.07	Ha412HOChr13g0607301	100738890	100740053	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405581	106658864	106661872	1.51	7.84	1.28	2.41	0	0.38	0.48	3.6	0.95	Ha412HOChr13g0607231	100608696	100611698	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405591	106748613	106752752	33.96	11.35	28.73	12.9	0.11	10.16	12.75	21.6	25.5	Ha412HOChr13g0607221	100517843	100521827	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405601	106764813	106768813	3.68	0.67	4.54	0.21	0.04	0.89	0.18	3.43	1.47	Ha412HOChr13g0607211	100501551	100505545	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405611	106772595	106777255	20.71	14.38	17.92	20.02	0.1	14.58	11.2	21.45	19.36	Ha412HOChr13g0607201	100493122	100497769	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405621	106962080	106963714	0.25	0.02	0.36	0	0	0.16	5.52	0.48	0.64	Ha412HOChr13g0607181	100305608	100307242	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405631	107256098	107257026	34	208.88	10.33	42.34	0.02	19.39	32.51	15.39	73.89	Ha412HOChr13g0607131	99992410	99997034	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405641	107285493	107287783	17.03	24.84	31.07	3.93	0.34	7.3	2.01	9.47	4.56	Ha412HOChr13g0607101	99961593	99963880	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405661	107463763	107467392	1.93	5.81	1.85	3.05	0.03	2.5	2.23	2.09	2.85	Ha412HOChr13g0607061	99772482	99775548	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405671	107482771	107487404	2.31	1.85	0.85	1.61	0.07	0.99	1.49	1.71	1.63	Ha412HOChr13g0607051	99752418	99757034	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405681	107498690	107502911	0.55	0.25	2.58	0.93	0.01	0.2	0.02	0.46	0.34	Ha412HOChr13g0607041	99736666	99740877	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405701	107712025	107713494	0.25	0.32	0.17	0	0	0.01	0.06	0	0.09	Ha412HOChr13g0606991	99511550	99513284	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405721	107763900	107765879	1.82	1.07	1.1	0.43	0.04	5.19	0.77	3.08	0.84	Ha412HOChr13g0606941	99455236	99461464	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405751	107818206	107833978	1.83	1.9	2.84	1.76	0.02	3.35	0.76	2.99	1.54	Ha412HOChr13g0606911	99391282	99407023	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405791	107896948	107912008	1.82	1.81	3.36	1.27	0.06	3.75	1.85	3.54	1.99	Ha412HOChr13g0606851	99313237	99328340	Ha412HOChr13	HanXRQChr13
HanXRQChr13g0405801	107940110	107944254	92.5	30.51	90.08	59.71	2.1	56.02	22.23	60.27	117.14	Ha412HOChr13g0606831	99269650	99273795	Ha412HOChr13	HanXRQChr13
